model,k_shots,num_classes,num_filters,num_conv_blocks,dataset,split,epoch,mix,accuracy
ProtoNet,1,5,64,4,amazonreview_all_data,Train,3700,1,0.945599
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,3700,1,0.828306
ProtoNet,1,5,64,4,amazonreview_all_data,val,3700,1,0.419269
ProtoNet,1,5,64,4,amazonreview_all_data,Train,3800,1,0.957999
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,3800,1,0.821927
ProtoNet,1,5,64,4,amazonreview_all_data,val,3800,1,0.455681
ProtoNet,1,5,64,4,amazonreview_all_data,Train,3900,1,0.948799
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,3900,1,0.805183
ProtoNet,1,5,64,4,amazonreview_all_data,val,3900,1,0.456478
ProtoNet,1,5,64,4,amazonreview_all_data,Train,4000,1,0.943199
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,4000,1,0.830831
ProtoNet,1,5,64,4,amazonreview_all_data,val,4000,1,0.441329
ProtoNet,1,5,64,4,amazonreview_all_data,Train,4100,1,0.958400
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,4100,1,0.837209
ProtoNet,1,5,64,4,amazonreview_all_data,val,4100,1,0.434950
ProtoNet,1,5,64,4,amazonreview_all_data,Train,4200,1,0.958799
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,4200,1,0.835216
ProtoNet,1,5,64,4,amazonreview_all_data,val,4200,1,0.405050
ProtoNet,1,5,64,4,amazonreview_all_data,Train,4300,1,0.948799
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,4300,1,0.821528
ProtoNet,1,5,64,4,amazonreview_all_data,val,4300,1,0.432425
ProtoNet,1,5,64,4,amazonreview_all_data,Train,4400,1,0.961599
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,4400,1,0.812890
ProtoNet,1,5,64,4,amazonreview_all_data,val,4400,1,0.447442
ProtoNet,1,5,64,4,amazonreview_all_data,Train,4500,1,0.965199
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,4500,1,0.799601
ProtoNet,1,5,64,4,amazonreview_all_data,val,4500,1,0.428704
ProtoNet,1,5,64,4,amazonreview_all_data,Train,4600,1,0.959599
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,4600,1,0.820731
ProtoNet,1,5,64,4,amazonreview_all_data,val,4600,1,0.424452
ProtoNet,1,5,64,4,amazonreview_all_data,Train,4700,1,0.964399
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,4700,1,0.812890
ProtoNet,1,5,64,4,amazonreview_all_data,val,4700,1,0.433621
ProtoNet,1,5,64,4,amazonreview_all_data,Train,4800,1,0.959599
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,4800,1,0.807043
ProtoNet,1,5,64,4,amazonreview_all_data,val,4800,1,0.400797
ProtoNet,1,5,64,4,amazonreview_all_data,Train,4900,1,0.949999
